	16depth	25depth
K09286	19.0	8.0
K16936	5.0	3.0
K18094	19.0	10.0
K15527	58.0	32.0
K19619	28.0	0.0
K07253	23.0	9.0
K12259	16.0	10.0
K17100	10.0	5.0
K19636	6.0	4.0
K18602	26.0	115.0
K13368	29.0	16.0
K11260	51.0	2.0
K08784	15.0	4.0
K17497	7.0	0.0
K16924	22.0	4.0
K11593	5.0	0.0
K13731	2.0	2.0
K21034	41.0	50.0
K19509	12.0	0.0
K21293	42.0	35.0
K21734	8.0	7.0
K12811	18.0	5.0
K18074	4.0	0.0
K08845	1.0	0.0
K22244	24.0	2.0
K11481	6.0	1.0
K02297	21.0	53.0
K05298	11.0	4.0
K16292	10.0	0.0
K03692	16.0	2.0
K05562	44.0	40.0
K14657	19.0	20.0
K15878	26.0	18.0
K14982	36.0	20.0
K11484	40.0	17.0
K00894	41.0	4.0
K04367	3.0	2.0
K20918	40.0	11.0
K08980	43.0	1.0
K08898	1.0	0.0
K06695	1.0	0.0
K18315	2.0	0.0
K19841	37.0	37.0
K08475	50.0	31.0
K11643	44.0	12.0
K11955	18.0	3.0
K00913	3.0	0.0
K04365	22.0	10.0
K17613	2.0	0.0
K10944	92.0	266.0
K00501	6.0	1.0
K06807	8.0	1.0
K13523	14.0	6.0
K16420	31.0	26.0
K13535	55.0	16.0
K15673	26.0	22.0
K06638	27.0	11.0
K14954	5.0	6.0
K18950	13.0	11.0
K04910	6.0	2.0
K08819	23.0	8.0
K06140	9.0	10.0
K05610	9.0	2.0
K00630	2.0	0.0
K04037	1.0	2.0
K20674	3.0	0.0
K11000	5.0	9.0
K16067	4.0	0.0
K18695	2.0	0.0
K17893	48.0	58.0
K21616	26.0	5.0
K00446	70.0	81.0
K10561	93.0	35.0
K08823	3.0	3.0
K00195	20.0	0.0
K02151	19.0	2.0
K04967	3.0	0.0
K14616	55.0	2.0
K13025	15.0	3.0
K02361	53.0	54.0
K09002	32.0	2.0
K08867	23.0	2.0
K20285	98.0	47.0
K12733	56.0	20.0
K21553	7.0	4.0
K14787	10.0	12.0
K12619	20.0	2.0
K07723	5.0	1.0
K12961	25.0	60.0
K10341	40.0	12.0
K19761	18.0	8.0
K02974	50.0	1.0
K12473	5.0	0.0
K05823	69.0	20.0
K17243	32.0	4.0
K19824	85.0	28.0
K18242	27.0	35.0
K10691	7.0	7.0
K07338	28.0	57.0
K08811	8.0	2.0
K16880	42.0	44.0
K17062	10.0	6.0
K16026	12.0	9.0
K07143	28.0	22.0
K10010	41.0	23.0
K10855	111.0	147.0
K01257	11.0	5.0
K21038	39.0	6.0
K00745	6.0	0.0
K13929	42.0	16.0
K20936	16.0	22.0
K20487	19.0	8.0
K12767	23.0	1.0
K12306	36.0	0.0
K19617	11.0	5.0
K19742	49.0	84.0
K05779	58.0	134.0
K07581	21.0	7.0
K05650	1.0	0.0
K13548	7.0	3.0
K13638	85.0	129.0
K02803	5.333333333333334	11.833333333333332
K02804	7.333333333333333	11.833333333333332
K20542	31.0	30.0
K20716	11.0	8.0
K10610	67.0	69.0
K14263	7.0	1.0
K21258	7.0	15.0
K15362	13.0	0.0
K17908	13.0	0.0
K18595	9.0	3.0
K03481	4.0	4.0
K12584	47.0	1.0
K02147	39.0	9.0
K14205	22.0	21.0
K18248	12.0	14.0
K02262	42.0	36.0
K17242	25.0	11.0
K12138	60.0	1.0
K08830	4.0	2.0
K09721	36.0	14.0
K04373	10.0	6.0
K05542	14.0	3.0
K08657	11.0	9.0
K08856	13.0	1.0
K12897	5.0	8.0
K02383	13.0	0.0
K20611	30.0	11.0
K10326	8.0	0.0
K13498	83.0	101.0
K12226	3.0	0.0
K21359	1.0	0.0
K15944	6.0	1.0
K15735	59.0	79.0
K19872	8.0	2.0
K12180	3.0	1.0
K04421	4.0	0.0
K06135	9.0	12.0
K11855	3.0	3.0
K12975	26.0	21.0
K10552	32.0	23.0
K19871	10.0	6.0
K20101	2.0	4.0
K02802	1.3333333333333333	1.3333333333333333
K17487	36.0	8.0
K13293	12.0	1.0
K20141	31.0	3.0
K18011	43.0	20.0
K14983	31.0	15.0
K13341	9.0	6.0
K20040	3.0	2.0
K15688	8.0	1.0
K10446	11.0	4.0
K13862	7.0	3.0
K21435	21.0	4.0
K21817	4.0	0.0
K13254	8.0	8.0
K19014	7.0	0.0
K10013	9.0	4.0
K03756	9.0	1.0
K03884	5.0	0.0
K00679	3.0	0.0
K21711	50.0	25.0
K17341	34.0	3.0
K07055	44.0	3.0
K20500	3.0	4.0
K16311	5.0	1.0
K11798	19.0	19.0
K20868	13.0	10.0
K21265	13.0	7.0
K08566	2.0	0.0
K19214	1.0	3.0
K19530	4.0	0.0
K20329	18.0	77.0
K14570	12.0	3.0
K18756	56.0	53.0
K19610	28.0	12.0
K05656	10.0	2.0
K17076	18.0	3.0
K08979	41.0	133.0
K20093	27.0	10.0
K01188	31.0	10.0
K20053	19.0	6.0
K11910	93.0	19.0
K07782	17.0	10.0
K02859	6.0	1.0
K01290	5.0	0.0
K17290	31.0	19.0
K10332	21.0	4.0
K06052	8.0	0.0
K19134	6.0	2.0
K19545	18.0	21.0
K18328	10.0	2.0
K18151	13.0	2.0
K15054	38.0	52.0
K12646	2.0	1.0
K09741	8.0	0.0
K13783	18.0	1.0
K12198	5.0	0.0
K05088	4.0	0.0
K20175	17.0	1.0
K09166	93.0	172.0
K22302	7.0	0.0
K15293	2.0	8.0
K16231	18.0	26.0
K04497	11.0	3.0
K08864	8.0	2.0
K04705	8.0	0.0
K11665	68.0	31.0
K15335	7.0	4.0
K11203	20.0	4.666666666666666
K13703	91.0	82.0
K20490	40.0	0.0
K15001	45.0	30.0
K10150	4.0	0.0
K01762	60.0	26.0
K10038	35.0	48.0
K07761	24.0	13.0
K17330	4.0	2.0
K11520	93.0	27.0
K14292	18.0	8.0
K20606	2.0	0.0
K03490	9.0	8.0
K10807	35.0	15.0
K05339	21.0	13.0
K07953	13.0	1.0
K05518	7.0	0.0
K07796	16.0	5.0
K07565	3.0	2.0
K11584	37.0	18.0
K22214	4.0	0.0
K10858	10.0	5.0
K14596	39.0	23.0
K09983	65.0	77.0
K01307	5.0	2.0
K07103	13.0	0.0
K08183	8.0	9.0
K07479	33.0	45.0
K20036	48.0	36.0
K21886	17.0	4.0
K00149	10.0	2.0
K13938	9.0	21.0
K09584	21.0	3.0
K17804	26.0	37.0
K21621	45.0	6.0
K09613	10.0	0.0
K18808	14.0	4.0
K03059	18.0	23.0
K11106	11.0	12.0
K08076	24.0	7.0
K10738	11.0	5.0
K07272	8.0	4.0
K01331	4.0	0.0
K09016	4.0	2.0
K06594	5.0	4.0
K06776	11.0	6.0
K20498	41.0	15.0
K13074	64.0	69.0
K18815	31.0	15.0
K12476	7.0	0.0
K18601	11.0	35.0
K18747	2.0	1.0
K19234	7.0	1.0
K04464	4.0	0.0
K20432	4.0	0.0
K21784	16.0	6.0
K15241	24.0	10.0
K03002	12.0	8.0
K00323	38.0	17.0
K21014	28.0	16.0
K14123	9.0	4.0
K06870	30.0	1.0
K11607	34.0	24.0
K09275	2.0	0.0
K11637	32.0	28.0
K09959	52.0	18.0
K22206	5.0	0.0
K20200	2.0	0.0
K00475	6.0	13.0
K06563	16.0	8.0
K17471	40.0	25.0
K00877	30.0	0.0
K03275	1.0	3.0
K00660	21.0	33.0
K00205	48.0	7.0
K16080	10.0	0.0
K08670	6.0	5.0
K17049	13.0	1.0
K01049	21.0	7.0
K07792	15.0	36.0
K22381	9.0	0.0
K21727	15.0	12.0
K14684	35.0	16.0
K18764	5.0	2.0
K00667	107.0	15.5
K06370	16.0	11.0
K04036	2.0	0.0
K13414	4.0	0.0
K07803	49.0	2.0
K06675	27.0	4.0
K02975	71.0	19.0
K02511	4.0	0.0
K03484	29.0	8.0
K02958	56.0	13.0
K07163	10.0	0.0
K05313	2.0	9.0
K05711	18.0	18.0
K00223	18.0	6.0
K12319	12.0	24.0
K10473	10.0	13.0
K18365	77.0	81.0
K05654	3.0	1.0
K03891	20.0	19.0
K08741	4.0	0.0
K17869	5.0	0.0
K12139	16.0	6.0
K09564	5.0	3.0
K21676	11.0	7.0
K09284	26.0	6.0
K20468	18.0	17.0
K07173	16.0	20.0
K06622	21.0	6.0
K11426	18.0	7.0
K19978	4.0	6.0
K14088	58.0	3.0
K06255	9.0	0.0
K19575	7.0	3.0
K22105	30.0	69.0
K03227	8.0	1.0
K16304	2.0	0.0
K20960	17.0	11.0
K09366	1.0	2.0
K01202	17.0	0.0
K07717	20.0	10.0
K14466	4.0	2.0
K18891	13.0	4.0
K21478	31.0	15.0
K14426	26.0	3.0
K06532	21.0	15.0
K02893	41.0	2.0
K15397	8.0	1.0
K05604	67.0	44.0
K13678	16.0	8.0
K18233	15.0	16.0
K08695	20.0	11.0
K01510	5.0	5.0
K11614	26.0	16.0
K00466	45.0	46.0
K10356	22.0	9.0
K15115	6.0	1.0
K14794	5.0	2.0
K13669	10.0	1.0
K03456	17.0	2.0
K05643	44.0	6.0
K14250	117.0	42.0
K18095	14.0	16.0
K14297	21.0	3.0
K21166	24.0	26.0
K04628	6.0	1.0
K08202	5.0	7.0
K09977	19.0	70.0
K05556	9.0	21.0
K19613	5.0	5.0
K17880	19.0	3.0
K10576	26.0	10.0
K16202	35.0	15.0
K15668	22.0	25.0
K03293	40.0	52.0
K21106	3.0	8.0
K03880	14.0	1.0
K13501	45.0	34.0
K05931	18.0	5.0
K12402	3.0	1.0
K04339	3.0	0.0
K21743	6.0	5.0
K05876	5.0	2.0
K19185	9.0	6.0
K15331	21.0	9.0
K00094	40.0	4.0
K13746	31.0	8.0
K07592	9.0	4.0
K07513	20.0	20.0
K22163	24.0	1.0
K05323	6.0	2.0
K04018	4.0	4.0
K12298	3.0	2.0
K05027	17.0	1.0
K08187	36.0	4.0
K16465	8.0	0.0
K19090	12.0	4.0
K18643	7.0	3.0
K12880	65.0	25.0
K07395	22.0	66.0
K12581	3.0	0.0
K10871	2.0	4.0
K12557	1.0	0.0
K13439	9.0	0.0
K09833	10.0	1.0
K18556	31.0	6.0
K08734	12.0	4.0
K13531	31.0	7.0
K20614	9.0	0.0
K05193	1.0	0.0
K20710	1.0	0.0
K12828	12.0	2.0
K05375	19.0	25.0
K04913	2.0	0.0
K13094	37.0	9.0
K17607	1.0	2.0
K05196	11.0	10.0
K04575	37.0	8.0
K13154	6.0	0.0
K21829	34.0	10.0
K19143	7.0	0.0
K19208	48.0	42.0
K02927	95.0	82.0
K18460	29.0	8.0
K20941	53.0	72.0
K12238	7.0	7.0
K20661	5.0	2.0
K15910	21.0	7.0
K01152	13.0	4.0
K15915	109.0	50.0
K10699	1.0	4.0
K12500	43.0	24.0
K20320	6.0	1.0
K07740	44.0	71.0
K15417	5.0	0.0
K12130	6.0	0.0
K14389	30.0	12.0
K10848	42.0	64.0
K19168	15.0	13.0
K17890	57.0	22.0
K07571	10.0	0.0
K20556	3.0	0.0
K16558	15.0	7.0
K22409	19.0	12.0
K09579	5.0	3.0
K16302	73.0	22.0
K20627	20.0	0.0
K16840	35.0	66.0
K03511	15.0	6.0
K02703	10.0	3.0
K13636	17.0	77.0
K13753	5.0	0.0
K05925	28.0	15.0
K12532	3.0	8.0
K05596	51.0	150.0
K19706	53.0	37.0
K15723	25.0	21.0
K02156	4.0	0.0
K06899	10.0	101.0
K12239	25.0	13.0
K19660	26.0	12.0
K04949	4.0	3.0
K22099	12.0	5.0
K07759	7.0	2.0
K13052	1.0	8.0
K18571	15.0	28.0
K07422	7.0	3.0
K02047	5.0	33.0
K04725	2.0	0.0
K10777	78.0	1.0
K08174	2.0	0.0
K10236	48.0	10.0
K01374	5.0	1.0
K03982	7.0	1.0
K01646	7.0	9.0
K01573	48.0	27.0
K02352	17.0	8.0
K15751	6.0	20.0
K01369	10.0	1.0
K02072	7.0	46.0
K07135	2.0	0.0
K13102	3.0	0.0
K06205	20.0	43.0
K10876	5.0	0.0
K12660	21.0	16.0
K01020	5.0	1.0
K10555	6.0	0.0
K08280	34.0	15.0
K03788	6.0	3.0
K09475	2.0	0.0
K10820	12.0	0.0
K17997	30.0	1.0
K03668	58.0	36.0
K17257	16.0	2.0
K19187	14.0	10.0
K21284	12.0	7.0
K21778	28.0	10.0
K12614	15.0	4.0
K16493	11.0	12.0
K06623	10.0	2.0
K04288	1.0	0.0
K02532	14.0	1.0
K14163	14.0	3.0
K09706	25.0	3.0
K08995	14.0	38.0
K08368	19.0	14.0
K02761	10.0	22.0
K05127	7.0	0.0
K02320	18.0	10.0
K08353	13.0	2.0
K19711	10.0	3.0
K05716	42.0	2.0
K03878	28.0	14.0
K20762	23.0	45.0
K09625	1.0	0.0
K07359	15.0	8.0
K12608	8.0	2.0
K04745	9.0	2.0
K07142	23.0	18.0
K16789	40.0	2.0
K11594	26.0	21.0
K18585	1.0	4.0
K19175	65.0	21.0
K18795	4.0	0.0
K01165	51.0	19.0
K13338	18.0	9.0
K20861	22.0	5.0
K05787	15.0	6.0
K07728	27.0	2.0
K15740	29.0	1.0
K02745	24.0	2.0
K07597	3.0	0.0
K16501	6.0	3.0
K17244	21.0	2.0
K00270	5.0	4.0
K03267	20.0	5.0
K08614	21.0	6.0
K08005	9.0	9.0
K01223	14.0	12.0
K21783	30.0	8.0
K03368	4.0	0.0
K13732	3.0	0.0
K16901	4.0	24.0
K18148	23.0	8.0
K18655	12.0	2.0
K22387	7.0	2.0
K19838	6.0	2.0
K20045	2.0	2.0
K05850	14.0	9.0
K06228	19.0	5.0
K04409	3.0	6.0
K05119	7.0	3.0
K11320	9.0	17.0
K11681	21.0	5.0
K18447	4.0	0.0
K00753	5.0	0.0
K05546	15.0	4.0
K19236	17.0	14.0
K08863	17.0	5.0
K16138	13.0	5.0
K19801	30.0	2.0
K20940	50.0	66.0
K21509	1.0	0.0
K20781	5.0	14.0
K12076	2.0	0.0
K21039	14.0	14.0
K10913	22.0	15.0
K19179	14.0	1.0
K19070	14.0	3.0
K05580	92.0	26.0
K16384	32.0	17.0
K07893	18.0	2.0
K22068	25.0	15.0
K13086	10.0	6.0
K18115	8.0	1.0
K08635	2.0	1.0
K19347	1.0	1.0
K04469	12.0	6.0
K03515	11.0	10.0
K13211	1.0	1.0
K07311	7.0	3.0
K11638	12.0	19.0
K21527	2.0	0.0
K20628	16.0	4.0
K06874	30.0	2.0
K21822	31.0	13.0
K13920	49.0	8.0
K19893	1.0	1.0
K07959	3.0	0.0
K12309	27.0	17.0
K03475	13.0	6.0
K09536	5.0	2.0
K19891	4.0	0.0
K20470	39.0	25.0
K04062	5.0	1.0
K14849	11.0	0.0
K05670	5.0	0.0
K06991	65.0	80.0
K10766	5.0	0.0
K03759	17.0	14.0
K02349	56.0	34.0
K14952	25.0	30.0
K06121	11.0	2.0
K00781	1.0	0.0
K11603	19.0	33.0
K21402	18.0	12.0
K20749	4.0	0.0
K03435	23.0	48.0
K04710	3.0	0.0
K12447	42.0	16.0
K03700	1.0	5.0
K08838	14.0	9.0
K07105	22.0	8.0
K19101	8.0	2.0
K08052	8.0	3.0
K15448	4.0	3.0
K16322	16.0	8.0
K15291	1.0	0.0
K01947	1.0	2.0
K21398	22.0	4.0
K15782	21.0	32.0
K12647	1.0	0.0
K11628	28.0	13.0
K10743	10.0	0.0
K16387	20.0	7.0
K02697	1.0	1.0
K01421	10.0	23.0
K18119	27.0	23.0
K03062	45.0	2.0
K17726	9.0	6.0
K11490	3.0	0.0
K14353	2.0	0.0
K08607	13.0	5.0
K14666	29.0	11.0
K21878	38.0	47.0
K16374	2.0	2.0
K12673	3.0	0.0
K09735	22.0	34.0
K15677	48.0	16.0
K03758	14.0	16.0
K11647	24.0	10.0
K06757	2.0	0.0
K00454	5.0	8.0
K22301	6.0	2.0
K16022	15.0	12.0
K18927	28.0	64.0
K10570	20.0	10.0
K19139	16.0	0.0
K07015	46.0	9.0
K06833	5.0	2.0
K19507	4.0	1.0
K02896	66.0	21.0
K18418	14.0	4.0
K20345	11.0	15.0
K14331	11.0	11.0
K08002	14.0	6.0
K06202	44.0	45.0
K10551	7.0	0.0
K12665	2.0	1.0
K11228	33.0	6.0
K21057	34.0	3.0
K04603	1.0	1.0
K03223	21.0	8.0
K01117	7.0	2.0
K10323	1.0	1.0
K08171	16.0	3.0
K08875	3.0	2.0
K10201	15.0	7.0
K09552	8.0	5.0
K12539	11.0	7.0
K15206	12.0	4.0
K21059	17.0	7.0
K05195	4.0	4.0
K20529	6.0	3.0
K06058	10.0	5.0
K17476	33.0	44.0
K18852	13.0	19.0
K05988	13.0	2.0
K16568	29.0	28.0
K19121	8.0	2.0
K16169	11.0	5.0
K21785	1.0	0.0
K10688	2.0	0.0
K11790	37.0	24.0
K05629	22.0	6.0
K20266	5.0	18.0
K15359	27.0	5.0
K05757	10.0	1.0
K03391	5.0	11.0
K09132	48.0	2.0
K08781	14.0	0.0
K14411	17.0	9.0
K21786	13.0	6.0
K13524	12.0	5.0
K00650	11.0	3.0
K03260	17.0	4.0
K05927	17.0	2.0
K17236	15.0	2.0
K10466	7.0	0.0
K09648	6.0	4.0
K14070	4.0	0.0
K10901	13.0	20.0
K21682	2.0	0.0
K00025	6.0	2.0
K06068	2.0	1.0
K17250	44.0	24.0
K13044	1.0	1.0
K16199	21.0	20.0
K09605	3.0	0.0
K15996	7.0	2.0
K01393	6.0	14.0
K19676	5.0	2.0
K18312	5.0	0.0
K03334	18.0	3.0
K18160	18.0	6.0
K21436	14.0	1.0
K11978	5.0	0.0
K10352	26.0	7.0
K05120	22.0	3.0
K04437	23.0	11.0
K01381	18.0	0.0
K22085	19.0	9.0
K21525	6.0	11.0
K21885	14.0	19.0
K15214	3.0	0.0
K08147	7.0	4.0
K05663	29.0	10.0
K10447	49.0	20.0
K15839	7.0	2.0
K20098	19.0	9.0
K10241	24.0	9.0
K12432	19.0	6.0
K19976	50.5	66.0
K13984	5.0	2.0
K13856	4.0	3.0
K05419	1.0	0.0
K07943	12.0	0.0
K20955	11.0	6.0
K18824	17.0	18.0
K19803	29.0	10.0
K03464	12.0	21.0
K07169	30.0	6.0
K18935	21.0	4.0
K15719	13.0	3.0
K19072	6.0	0.0
K09681	61.0	79.0
K08298	20.0	21.0
K20374	12.0	5.0
K16257	2.0	11.0
K12893	3.0	1.0
K06336	3.0	0.0
K10824	9.0	1.0
K07765	3.0	0.0
K17640	12.0	2.0
K01403	3.0	0.0
K16324	2.0	0.0
K19683	11.0	1.0
K00624	8.0	11.0
K17268	14.0	4.0
K07924	2.0	0.0
K20756	2.0	0.0
K10009	37.0	19.0
K15780	8.0	1.0
K11853	10.0	4.0
K20892	4.0	2.0
K15469	7.0	0.0
K18089	3.0	1.0
K14707	1.0	0.0
K09934	5.0	1.0
K10089	42.0	23.0
K11969	2.0	1.0
K22332	1.0	0.0
K12684	4.0	0.0
K18948	6.0	2.0
K03731	17.0	0.0
K12743	12.0	7.0
K18913	16.0	5.0
K00668	93.0	18.5
K11155	8.0	0.0
K22363	4.0	4.0
K08077	5.333333333333332	2.333333333333333
K21722	10.0	6.0
K20859	14.0	4.0
K10789	12.0	1.0
K14618	13.0	20.0
K09476	10.0	0.0
K13472	48.0	15.0
K21063	1.0	1.0
K07111	1.0	0.0
K00907	3.0	2.0
K11826	4.0	2.0
K20268	6.0	0.0
K11727	2.0	1.0
K08637	13.0	2.0
K18203	14.0	3.0
K14350	5.0	1.0
K17545	12.0	8.0
K21254	9.0	6.0
K09627	5.0	5.0
K14492	25.0	7.0
K11253	30.0	13.0
K10266	5.0	0.0
K17783	6.0	0.0
K02964	77.0	0.0
K10972	10.0	31.0
K19681	11.0	5.0
K06718	13.0	31.0
K19114	2.0	0.0
K08889	4.0	0.0
K22343	30.0	9.0
K14553	27.0	11.0
K04411	2.0	0.0
K05812	72.0	68.0
K13522	44.0	37.0
K11419	3.0	1.0
K12765	2.0	0.0
K18180	4.0	1.0
K20309	13.0	8.0
K11906	8.0	6.0
K00750	27.0	6.0
K03248	15.0	1.0
K14563	8.0	0.0
K18352	14.0	17.0
K00893	15.0	5.0
K21279	8.0	6.0
K03304	14.0	16.0
K11393	1.0	0.0
K21830	3.0	2.0
K16637	4.0	0.0
K07155	19.0	57.0
K03965	1.0	0.0
K01547	19.0	18.0
K05245	6.0	13.0
K13624	18.0	56.0
K22101	6.0	7.0
K11364	1.0	0.0
K08785	8.0	5.0
K04424	11.0	2.0
K21133	59.0	19.0
K18213	1.0	0.0
K12384	4.0	2.0
K07874	48.0	1.0
K20131	13.0	3.0
K04969	2.0	0.0
K18584	7.0	0.0
K14730	11.0	14.0
K18081	22.0	2.0
K10190	9.0	1.0
K15628	3.0	1.0
K08620	3.0	1.0
K17508	13.0	7.0
K17329	21.0	4.0
K01109	4.0	2.0
K12812	25.0	4.0
K15441	9.0	3.0
K02784	8.0	2.0
K20893	6.0	1.0
K22144	22.0	18.0
K04345	33.0	8.0
K07807	13.0	12.0
K12244	23.0	13.0
K18268	15.0	2.0
K19246	34.0	34.0
K04119	5.0	0.0
K11084	24.0	12.0
K11920	1.0	0.0
K17279	18.0	0.0
K05564	25.0	34.0
K08800	4.0	0.0
K11433	5.0	19.0
K16571	13.0	2.0
K08465	3.0	0.0
K00659	9.0	9.0
K15059	43.0	30.0
K02228	6.0	13.0
K21919	7.0	0.0
K21456	7.0	1.0
K19226	42.0	81.0
K09611	40.0	8.0
K09258	55.0	20.0
K07901	14.0	0.0
K05743	2.0	3.0
K20493	3.0	3.0
K14848	6.0	3.0
K22315	20.0	60.0
K12163	1.0	0.0
K15681	9.0	5.0
K04537	2.0	1.0
K05790	7.0	3.0
K08613	2.0	0.0
K15312	10.0	2.0
K12431	26.0	7.0
K08571	4.0	1.0
K14529	3.0	1.0
K11686	1.0	0.0
K14644	28.0	16.0
K10462	6.0	13.0
K13279	15.0	6.0
K22411	1.0	0.0
K08235	7.0	0.0
K22463	5.0	0.0
K06410	5.0	11.0
K20616	7.0	5.0
K14072	2.0	0.0
K10194	3.0	0.0
K08199	4.0	0.0
K09021	42.0	20.0
K03114	6.0	0.0
K10591	16.0	7.0
K16604	3.0	0.0
K22268	16.0	4.0
K13345	1.0	0.0
K08343	2.0	2.0
K07721	17.0	1.0
K07424	13.0	15.0
K18551	7.0	2.0
K20924	1.0	1.0
K20000	10.0	2.0
K13150	9.0	3.0
K06464	8.0	8.0
K02443	2.0	0.0
K01229	1.0	3.0
K11958	23.0	28.0
K22245	10.0	4.0
K16254	15.0	34.0
K19431	8.0	23.0
K22352	2.0	0.0
K02086	2.0	2.0
K09739	8.0	0.0
K16509	15.0	11.0
K16651	8.0	11.0
K02782	3.0	0.5
K21365	10.0	8.0
K09006	26.0	0.0
K10450	8.0	9.0
K11947	11.0	16.0
K09606	2.0	0.0
K12835	11.0	9.0
K07950	2.0	1.0
K01291	10.0	6.0
K15680	11.0	12.0
K11079	11.0	5.0
K09119	10.0	0.0
K13103	4.0	0.0
K19367	6.0	4.0
K11705	2.0	0.0
K03195	20.0	14.0
K11616	7.0	4.0
K11104	38.0	19.0
K15617	1.0	0.0
K03989	5.0	2.0
K11385	8.0	1.0
K12533	2.0	0.0
K20435	10.0	0.0
K14423	9.0	3.0
K10458	7.0	9.0
K04060	1.0	2.0
K03065	22.0	3.0
K20028	6.0	0.0
K03632	15.0	24.0
K02530	10.0	1.0
K01519	29.0	8.0
K06155	39.0	4.0
K17342	9.0	1.0
K08874	9.0	4.0
K17450	11.0	2.0
K11352	18.0	49.0
K13115	2.0	0.0
K13616	15.0	6.0
K20777	22.0	16.0
K15328	11.0	1.0
K10838	7.0	2.0
K15720	8.0	3.0
K02726	21.0	14.0
K13187	6.0	3.0
K04440	3.0	0.0
K21302	10.0	3.0
K15418	10.0	1.0
K22282	3.0	4.0
K12837	9.0	0.0
K07204	16.0	4.0
K03897	3.0	8.0
K12344	3.0	0.0
K18236	6.0	1.0
K21596	33.0	3.0
K15105	8.0	2.0
K01430	22.0	47.0
K12350	1.0	1.0
K10746	1.0	0.0
K08073	16.0	8.0
K02783	5.0	0.5
K02872	32.0	2.0
K19580	12.0	11.0
K11137	3.0	0.0
K07022	7.0	2.0
K02218	21.0	1.0
K15085	6.0	1.0
K07049	17.0	0.0
K05543	8.0	2.0
K12453	14.0	3.0
K05789	16.0	9.0
K17940	13.0	6.0
K22012	20.0	3.0
K20954	1.0	0.0
K13061	6.0	3.0
K14167	14.0	6.0
K13066	14.0	7.0
K20273	7.0	4.0
K19183	8.0	4.0
K11967	5.0	5.0
K11995	49.0	23.0
K19020	10.0	0.0
K02891	59.0	0.0
K18614	4.0	14.0
K10280	2.0	2.0
K16484	3.0	0.0
K08568	38.0	4.0
K19646	3.0	2.0
K18295	18.0	11.0
K10290	1.0	2.0
K19348	2.0	0.0
K13373	1.0	0.0
K10094	2.0	3.0
K05881	6.0	16.0
K01327	4.0	1.0
K10547	15.0	6.0
K22063	25.0	13.0
K20307	12.0	0.0
K03033	24.0	2.0
K16744	1.0	0.0
K05533	5.0	2.0
K21500	2.0	0.0
K17481	6.0	0.0
K10225	1.0	0.0
K14258	2.0	0.0
K18426	7.0	2.0
K07998	9.0	5.0
K19165	17.0	0.0
K21251	8.0	8.0
K14499	1.0	0.0
K11982	15.0	2.0
K17602	2.0	1.0
K19820	3.0	6.0
K14401	3.0	1.0
K03340	29.0	11.0
K20367	7.0	4.0
K00157	26.0	4.0
K01122	13.0	0.0
K19205	23.0	13.0
K12392	17.0	1.0
K08798	11.0	11.0
K22114	7.0	0.0
K15424	4.0	3.0
K06285	6.0	0.0
K21915	2.0	0.0
K21841	2.0	0.0
K12516	2.0	0.0
K09701	18.0	60.0
K12667	8.0	2.0
K13161	5.0	1.0
K21285	8.0	2.0
K22262	12.0	14.0
K07977	8.0	0.0
K03434	5.0	0.0
K04120	2.0	0.0
K11409	10.0	5.0
K22220	10.0	12.0
K11661	6.0	3.0
K04733	7.0	6.0
K20875	3.0	0.0
K15863	3.0	0.0
K17469	3.0	1.0
K19138	3.0	0.0
K18323	9.0	3.0
K03990	14.0	1.0
K00430	7.0	10.0
K10202	59.0	17.0
K05190	13.0	7.0
K18711	1.0	0.0
K18833	5.0	2.0
K11107	16.0	34.0
K09420	6.0	0.0
K05998	9.0	2.0
K14702	2.0	1.0
K02680	4.0	1.0
K18987	11.0	4.0
K16297	9.0	0.0
K01530	57.0	11.0
K12385	11.0	0.0
K12848	1.0	2.0
K02682	14.0	8.0
K07955	5.0	0.0
K10601	9.0	0.0
K01549	12.0	0.0
K09869	17.0	1.0
K18848	2.0	0.0
K00465	3.0	2.0
K19984	7.0	0.0
K16681	12.0	3.0
K08848	10.0	0.0
K21865	7.0	4.0
K08892	6.0	2.0
K14569	6.0	7.0
K15877	14.0	20.0
K01401	20.0	7.0
K08080	8.0	16.0
K08071	3.0	0.0
K06409	44.0	16.0
K10772	14.0	4.0
K19870	23.0	3.0
K17551	2.0	0.0
K06841	7.0	2.0
K07514	18.0	14.0
K00532	3.0	0.0
K09529	11.0	5.0
K06382	6.0	4.0
K09772	19.0	32.0
K16428	22.0	14.0
K17461	22.0	10.0
K04513	13.0	2.0
K19426	1.0	0.0
K13309	6.0	0.0
K06801	6.0	1.0
K02861	2.0	0.0
K21387	2.0	0.0
K09186	3.0	2.0
K16196	29.0	10.0
K14430	10.0	1.0
K21806	12.0	3.0
K16392	3.0	4.0
K22378	5.0	0.0
K15102	44.0	2.0
K20718	4.0	0.0
K12355	12.0	2.0
K14455	18.0	2.0
K15186	1.0	0.0
K05563	29.0	41.0
K11404	4.0	0.0
K16298	2.0	0.0
K10586	8.0	2.0
K06676	4.0	1.0
K03255	31.0	2.0
K14318	1.0	0.0
K13107	10.0	4.0
K16705	3.0	1.0
K19141	3.0	2.0
K09515	11.0	4.0
K01440	4.0	0.0
K17840	12.0	7.0
